id	utterance	slot_labels	intent
2564	"Saudi Public Assistance for Pakisatan Earthquake Cictims is a Saudi based relief organization, which is formed in Riyadh to ensure the best utilization of Saudi public donations collected from the Saudi people on the call of Saudi Government to help Oct 8, 2005 earthquake affectees in Pakistan."	O O O O O O O O O O O B-OTH I-OTH O O O O O O O O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O	other
2565	"GENEVA, Nov 7 (Reuters) - The United Nations and the global Red Cross/Red Crescent said on Monday urgent cash support from the outside world was vital to save thousands of lives as winter moves in on homeless survivors of the Pakistan earthquake."	O O O O O O O O O O O O O O O O O O B-OTH I-OTH O O O O O O O O O O O O O O O O B-SHL O O O O O	other
2566	Huge tent is put together at SCL Santiago AirPort to receive flight passengers #Chile	O B-SHL O O O O O O O O O B-OTH O O	other
2567	He said that efforts were under way with several institutions to obtain more tents to provide provisional accommodation in resettlement areas while people build their new homes.	O O O O O O O O O O O O O B-SHL O O B-SHL I-SHL O O O O O O O O B-SHL	other
2568	"Bhutan lies in one of the most seismically active zones in the world and the 2009 earthquake was the most damaging natural disaster the country has experienced in recent times, with 12 people killed and thousands left without proper shelter."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SHL	other
2569	"Outside the town of Lamno, one family has built a tiny windowless shelter on the foundations of their old house, a mile inland."	O O O O O O O O O O O B-SHL I-SHL O O O O O O B-SHL O O O	other
2570	"I don't have residence,my house is cracked."	O O O O B-SHL O O	other
2571	"If the Education Ministry said that places where the earthquake had not hit need to open school February 1st, 2010.  What about children in Port-au-Prince and its surroundings?"	O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O	other
2572	The government will encourage civic groups and local governmental organizations to provide their relief aid through the South Korean Red Cross	O O O O O O O O O O O O O B-OTH I-OTH O O O O O O	other
2573	I would like to know if the aid is for the people of Champds de Mars only because I am at Carrefour Fueille and I don't see anything serious going on because everything is on top of everything.	O O O O O O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2574	The next step is to transfer these technologies to the farmer/fisher communities affected by the tsunami through the farm women agricultural extension services and the women rural development society.	O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O B-OTH I-OTH I-OTH	other
2575	I know someone alive under the rubbles still.  . .	O O O O O O O O O O O	other
2576	"Furthermore, a 150 kilovolt-ampere generator has been installed in the hospital, and with the ICRC supplying 100 litres of fuel every day the facility can meet its own energy needs and is able to provide round-the-clock service."	O O O O B-OTH O O O O O B-MED O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O B-OTH O O O O O O O	other
2577	Twenty people have been injured around the island as incessant rain triggered hundreds of mudslides and caused rain-swollen creeks to burst their banks.	O O O B-MED I-MED O O O O O O O O O O O O B-WAT I-WAT O O O O	other
2578	"Some 13,000 impoverished Afghan refugees stranded in a makeshift camp along the Pyandj Rive on the Tajik-Afghan border were the beneficiaries of a humanitarian aid shipment from Iran, AFP reported on Friday."	O O O O O O O O B-SHL I-SHL O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O O O O	other
2579	Devastated for the earthquake victims in Haiti! Courage au peuple haitien!!!	O O O O O O O O O O O	other
2580	"The organizations set up six sectoral committees to handle water and sanitation, health and nutrition, distribution of relief items, logistics and infrastructure, camp management, and protection and security."	O O O O O O O O O B-WAT O B-OTH B-MED O B-FD B-OTH I-OTH I-OTH I-OTH I-OTH O B-OTH B-SHL I-SHL O B-OTH I-OTH I-OTH	other
2581	"Humanitarian problems in and around Goma were vastly increased last month when lava from a nearby volcano ploughed into the town, causing widespread devastation and sending several hundred thousand people fleeing."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2582	Ppl being evacuated from NYU hospital . .  Women who just gave birth too .	O O B-OTH O O B-MED O O O B-MED I-MED I-MED I-MED I-MED O O	other
2583	"The disease had been almost eliminated in Java and Bali, with only pockets of malaria risk either in coastal areas of brackish water- or forest-breeding anopheline species, he said."	O B-MED O O O O O O O O O O O O B-MED O O O O O O O B-WAT O O O O O O	other
2584	"On November 13th, an explosion at a chemical factory in China's Jilin Province released huge quantities of toxic pollution."	O O O O O O O O O O O O O O O O O O O	other
2585	"It clearly shows we are deeply committed to pandemic preparedness.  In the middle and lower reaches of the Huaihe River in Jiangsu Province, 150,000 soldiers were safeguarding dikes in a sweltering heatwave.  A tropical low-pressure system in the Tonkin Gulf and moving towards the northern region, would dump heavy rains and trigger landslides from late Monday, the government said in an urgent message to the military, police and rescue forces.  Furthermore, the grant would also contribute to the relocation of additional volumes of radioactive waste rock discovered during the original project implementation, as well as the continued relocation of radioactive tailings"	O O O O O O O O B-MED O O O O O O O O O O O O O O O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O B-OTH O O O O O O O O O O O O O O O O O O B-OTH O O O	other
2586	"He has also directed principal secretary, food and civil supplies to prepare a work plan to tackle malnutrition and also ensure availability of foodgrains and other consumer articles to the people in case of emergency."	O O O O O O B-FD O B-OTH I-OTH O O O O O O O B-FD O O O O O B-FD O O O O O O O O O O O	other
2587	What is the position of the US governement for rebuilding HAITI?	O O O O O O O O O B-OTH O	other
2588	"Their main task is to clean up contaminated soil around people's houses, trim trees, and wash driveways and roofs to lower radiation levels in their immediate environment."	O O O O O O O O O O O B-SHL B-OTH I-OTH O B-OTH I-OTH O B-SHL O O O O O O O O	other
2589	it is big the work that you are trying to realize in this country that has been hit by this natural disaster	O O O O B-OTH O O O O O O O O O O O O O O O O O	other
2590	"(a) The distribution and amount of rain during the current main rainy season (meher or kiremt rains), which began on schedule in much of the country in late June, is reported to be favourable so far, and farmers are reported to have been encouraged to finalize input supply and land preparation."	O O B-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2591	"Are the earthquakes over? and if they happen again, what should we do?"	O O O O O O O O O O O O O	other
2592	You are registered as an SOS message recipient.	O O O O O B-OTH I-OTH O	other
2593	Have worked in food kitchens and some construction during Katrina cleanup .  I can help drag branches to piles and bundle .  Can work organizing donations and in distribution centers .	O O O B-FD I-FD O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O B-OTH I-OTH I-OTH O O O O O	other
2594	@laurenkoslow I 'm going trough withdrawals . .  have n't had power since monday in NJ due to Sandy .	O O O O O O O O O O O B-OTH I-OTH O O O O O O O O	other
2595	"Just generally want to help out -- cleaning , packing food , etc .  Thanks !"	O O O O B-OTH O O B-OTH O B-FD I-FD O O O O O O	other
2596	"UNICEF is grateful to the generous donor contributions, which have greatly assisted in continuing humanitarian interventions for the most vulnerable children and women in the DPRK."	O O O O O O B-OTH I-OTH O O B-OTH I-OTH O O O O O O O O O O O O O O	other
2597	"As well, there was an increased use of aerial bombardments and precision bombing, where collateral damage was an increasing factor and children were often innocent victims."	O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2598	Air Force C-17s and C-130s delivered 19 generators to Misawa Air Base for the base's power system and resupply pallets to Yokota Air Base.	B-OTH I-OTH O O O B-OTH I-OTH I-OTH O O O O O O O B-OTH I-OTH O B-OTH I-OTH O O O O	other
2599	"(a) Due to the persistence of drought and the probable food deficit in the Northwest Pastoral and Southeast Pastoral sub-zones caused by abnormal rainfall during Karan/Karma (the main rainy season this year), the Minister of Interior launched a joint UN Agencies and Djibouti Government mission, following a meeting held on 25 October."	O O O O O O B-WAT O O O B-FD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	other
2600	there is a house in Pernier 28 it has 2 floors and its starting to crumble down.  its a danger to the population.  the owner heard that they were going to send specialists to	O O O B-SHL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH O	other
2601	I say hi to the American people thanks for your help.  Answer me and God bless you you and the other nation	O O O O O O O O O O B-OTH O B-OTH I-OTH O O O O O O O O O	other
2602	Earthquake in Haiti really makes you put your own problems into perspective.  So sad that so many lost their lives.	O O O O O O O O O O O O O O O O O O O O O	other
2603	"With five helicopters including four German heavy-lift CH-53 Stallions, and one medevac chopper from Luxembourg , NATO's air operation has delivered tons of aid to remote mountain villages while evacuating hundreds of sick and injured people."	O O B-OTH O O O O O B-OTH O O O B-OTH O O O O B-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH O O O O O B-OTH O O B-MED I-MED I-MED I-MED	other
2604	"When wintertime hits, with snow and poor visibility, it will hamper helicopter operations from delivering the needed relief supplies."	O O O O O O O O O O O B-OTH I-OTH O B-OTH I-OTH I-OTH I-OTH I-OTH	other
2605	The Rotary Club brought in psychiatrists to help children who have been traumatised by the earthquakes and ongoing aftershocks.	O O O O O B-MED O O O O O O B-MED O O O O O O	other
2606	"Union Aid Abroad - APHEDA is working on several projects in Aceh with local trade unions, the ILO, a number of Global Union Federations and local Acehnese community organisations, to deliver training and skills education to working men and women and the families who lost their livelihood due to the tsunami."	B-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O	other
2607	"The rains have also cause water and electricity shortages. Cabinet Division and Pakistan Red Crescent Society have provided 1100 tents and 8000 blankets beside other items including complete bedding 55, large durries 45, clothes bales 120, socks 1500 pairs, jersey 1300, medicines worth 150,000, kerosene stoves 300, ladies cotton shawls 20, kitchen items 100, hurricane lamps 100 and food items about 9 metric ton."	O O O O O B-WAT O B-OTH I-OTH O O O O O O O O O O B-SHL O O B-OTH O O O O O B-OTH O O B-OTH O B-OTH O O B-OTH O O B-OTH O B-MED O O B-FD I-FD O O O B-OTH O B-FD I-FD O B-OTH I-OTH O O B-FD O O O O O	other
2608	"In response to the reported magnitude 7. 6 earthquake near the India-Pakistan border, Direct Relief is preparing an emergency response to health needs with local and international partners in the quake-affected countries."	O O O O O O O O O O O O O B-OTH I-OTH O O O B-OTH I-OTH O B-MED I-MED O O O O O O O O O	other
2609	Haiti Earthquake how to help with recovery efforts The News . .  Stories published in The News Chronicle are protect http url4. eu 17Fpe	O O O O O O O O O O O O O O O O O O O O O O O O O	other
2610	"The Samastipur division was very severely affected with heavy damage caused at about 40 places due to breaches in railway tracks, sinkage of embankments or overtopping."	O O O O O O O O O O O O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O	other
